Gender,Education,Specialization,interests,skills ,Yearly salary in pounds,Certifications,Job_status,Job_title,Highest Qualification
Female,B.Sc,Biotechnology,"Research, Trading, Understand Human Behaviour","AI, ML, Python, Critical Thinking, Analytic Thinking, Artistic skills, Work under Pressure, Team work, Logical Skills, Presentation Skills",65,Data Science and Artificial Intelligence programe,Yes,Scientist,Masters in Science
Male,BE,Business Administration,"Financial Analysis, Research, Sales/Marketing, Trading, Entrepreneurship","Active Listening, Leadership, Market Study, Team work, Mass Communication, Writing, Reading, Sales",68,Master in diploma.. In designing Cadd ,Yes,Mechanical Engineer,
Male,B.Com,Taxation ,Sales/Marketing,Sales,68,No,No,NA,
Male,BBA,Commerce,Financial Analysis;News Coverage;Sales/Marketing;Social causes;Construction;Construction Manegement,Finance related skills;People management;Communication skills;Leadership;Sales;Social Media Marketing,79,No,Yes,Business,
Male,BE,Mechanical Engineering,Financial Analysis;Research;Sales/Marketing;Technology;Trading;Supply Chain Analysis;Data analytics;Data scientist;Market reserach;Service;All fields related to Data science.;Industires;Design;SAP Consultant in MM;Product Life cycle Management,Active Listening;Hardware skills;Critical Thinking;Gathering Information;Artistic/Creative Skills;Business Knowledge;People management;Communication skills;Product knowledge;Problem Solving skills;Risk management skills;AWS,63,No,No,NA,
Male,B.Tech,Electronics & Telecom.,Financial Analysis,Programming Language skills;Analytical Skills;C++;Linux;SQL;Java;Cloud Computing,63,DIPLOMA IN ADVANCED COMPUTING (CDAC),Yes,Software Engineer ,
Female,BE,Civil Engineering,Research;All fields related to Data science.;Design,"Analytical Skills;Python;Proeficiency in Software like STAAD PRO, ETABS;Good communication skills;Teaching",68,"DIPLOMA IN BUILDING DESIGN,PRIMAVERA,MX ROAD",No,NA,TRANSPORTATION ENGINEERING
Male,Diploma,Electrical and Electronics Engineering,Industires,Active Listening,77,No,Yes,Supply Chain,
Male,BE,Electronics and Communication Engineering,Trading;Data analytics;Data scientist;All fields related to Data science.,Active Listening;People management;Leadership;Cloud Computing,55,Diploma in cloud computing,Yes,Associate IT consultant,
Male,BA,History ,Information Technology;Sports Industry;Salesforce Admin,Hardware skills;Leadership;Designing skills,71,No,Yes,Buliding management system ,
Female,B.Tech,Computer Science Engineering,Web Designing;Data scientist,Active Listening;Programming Language skills;Critical Thinking;Communication skills;Java;Cloud Computing,64,No,Yes,Sales force ,
Male,BE,Thermal engineering,Teaching;Technology;Understand human body,Active Listening;Gathering Information;Analytical Skills;Leadership;Machine Learning skills;Interpersonal skills;Medical knowledge,48,No,Yes,Deputy warden,
Male,B.Tech,Electrical and Electronics Engineering,Software developer,"AI, ML, Python, Analytic Thinking, SQL, Programming, C++",76,Data science ,No,Student (Unemployed),
Male,B.Tech,Civil Engineering,Teaching;Design,Gathering Information;Finance related skills;Civil & Criminal Law,46,No,Yes,Teacher,
Male,B.Tech,Electronics and Communication Engineering,Teaching,"Active Listening,Work under Pressure,Team work,Presentation skills,Reading",61,No,Yes,Teaching,M.Tech
Male,B.Tech,Computer Science Engineering,"Data scientist,Web development,Social causes,All fields related to Data science,Machine Learning",Bootstrap;Node.js;Angular;JIRA;TRELLO;Jquery;Javascript;Ajax;PHP;Codeignitor;Loopback;,80,HTML,Yes,Web Developer,
Male,Bachelor of Management Studies,Business Administration,"Sales/Marketing, Entrepreneurship","Business Knowledge, People Management, Communication Skills, Logical Skills, Problem Solving skills, Reading, Sales",72,No,Yes,Business Consultant ,Master in Commerce
Female,B.Sc,Math,Govt. Job,Teaching experience,63,No,Yes,Teaching experience 5 years,
Female,B.Sc,Biotechnology,Research;Sales/Marketing;Teaching;Trading;Understand human behaviour,Active Listening;Critical Thinking;Business Knowledge;People management;Communication skills;Leadership;Problem Solving skills;Risk management skills;Writing skills;Hospitality;Client management;Good communication skills,66,Pioneer lab course work ,Yes,Asst. Manager ,Mba(H.A) 
Male,Diploma in pharmacy ,Hospitality,Hospitality ,"Accounting Skills, Business Knowledge, Editing, Excel, Designing Skills, Sales",42,Diploma in pharmacy ,Yes,Medical Practitioner,B pharm 
Male,B.Sc,Physics,News Coverage;Social Justice;Content Writing;Govt. Job,Accounting Skills;Critical Thinking;Gathering Information;Artistic/Creative Skills;Analytical Skills,77,No,Yes,Sub Editor,Master of journalism
Male,B.Tech,Biotechnology,"Research,Understand human body,BioTechnology",Polymerase Chain Reaction (PCR);Molecular Biology;Life Sciences;Molecular Biology protein purification;protein chemistry;Protein Assays;Protein Electrophoresis;Protein Chromatography;Western Blotting;Protein Structure Prediction;Protein Kinases; Protein structure ;protein characterization ;protein engineering,51,Industrial biotechnology,Yes,"
Research Associate",
Male,BE,Artificial intelligence ,Data analytics,Programming Language skills;Machine Learning skills;Python,60,Data Science ,No,NA,
Male,B.Sc,Information Technology,Technology,Active Listening;Critical Thinking,41,No,Yes,Se,Ma
Female,B.Sc,Mathematics,News Coverage,"Communication Skills, Leadership, Problem Solving skills, Subject Knowledge",77,No,No,Student (Unemployed),Masters in Business Administration
Male,B.Tech,BiotechNAlogy,"Research,Understand human body,BioTechnology","
Phytochemistry;Metabolomics;Protein Expression;PCR;Molecular Biology;Life Sciences;Polymerase Chain Reaction (PCR);DNA;Biochemistry;Bioinformatics;Cell Culture;Protein Purification;Chemometrics",59,Smart Metabolic engineering for plant biosynthesis;Small molecule analysis by NMR spectroscopy and mass spectrometry,Yes,Assistant Professor,
Female,B.Sc,Zoology,Teaching,"Business Knowledge, Communication Skills, Observation Skills",41,D.pharmacy,No,Student (Unemployed),
Female,Bachelor of journalism,PR,News Coverage;Content Writing,Artistic/Creative Skills;Mass Communication,58,No,Yes,Sub-editor,journalism
Female,BA,Political science ,Teaching,Teaching ,58,Dled,No,NA,
Male,B.Sc,Mathematics,"Research, Technology","Python, Java, SQL, Oracle",67,No,No,NA,Masters in Computer Applications
Male,B.Tech,Information TechNAlogy,All fields related to Data science.,Leadership;R;Python;SQL,71,Data Science,Yes,Maths Content Developer ,
Male,B.Sc,Statistics,Software and research,"Python, Critical Thinking, Analytic Thinking, Work under Pressure, Creativity Skills, Team work, Derivatives, Excel, Logical Skills, Interpersonal Skills, Observation Skills",62,No,No,Student (Unemployed),Masters in Computer Applications
Female,BBA,Human Resource,Financial Analysis;Sales/Marketing;Trading;Understand human behaviour,Active Listening;Finance related skills;People management;Communication skills;Negotiation skills;Interpersonal skills;HR,76,Leadership and Organizational Behaviour,Yes,HR executive,MBA in Human Resource
Male,B.Tech,Civil Engineering,Teaching;Technology;Trading;Home interior design;Industires;Design,Active Listening;Hardware skills;Critical Thinking;Gathering Information;Artistic/Creative Skills;Business Knowledge,70,No,Yes,Civil engineer,
Male,B.Sc,Mathematics,"Financial Analysis, Sales/Marketing, Teaching","Team work, Logical Skills, Writing",43,No,No,Student (Unemployed),Masters in Mathematics
Male,MBA,Marketing,Financial Analysis;Sales/Marketing;Technology;Understand human behaviour;Understand human body;Supply Chain Analysis;Game industry,Accounting Skills;Artistic/Creative Skills;Business Knowledge;Finance related skills;People management;Communication skills;Negotiation skills;Leadership;Problem Solving skills;Risk management skills;Sales;Client management,45,CPTA,Yes,Mahindra and Mahindra financial services limited,Mba
Male,BE,Mechanical Engineering ,Technology;Supply Chain Analysis;SAP Consultant in MM,Business Knowledge;People management;Leadership;Problem Solving skills;SAP,68,SAP MM & SAP S/4 HANA in Sourcing and Procurement ,No,NA,
Male,B.Tech,Electrical and Electronics Engineering,Software Job,"Python, Java",64,"Python, Java",Yes,R&D Engineer,
Male,B.Tech,Mechanical Engineering,Technology,"Excel, Interpersonal Skills, Presentation Skills, Subject Knowledge",41,No,Yes,Mechanical Engineer,
Female,B.Tech,Computer Science Engineering,Web Designing;Web development;Social media marketing;Information Technology,"Programming Language skills;Communication skills;Leadership;Problem Solving skills;Linux;SQL;Good communication skills;Foreign languages french, Spanish",42,No,Yes,Associate Consultant,
Male,B.Com,Accountancy,Financial Analysis,Accounting Skills,47,No,No,Student (Unemployed),
Male,B.Tech,Computer Science and Engineering,Software Job,NO,66,No,Yes,Software Developer,
Female,B.Tech,Electronics and Communication Engineering,IT,"Python, Editing, Team work, Problem Solving skills, Writing",41,"Azure, python",No,Student (Unemployed),Master of engineering
Male,B.Tech,Electronics and Communication Engineering,"Take risk for Profits, Technology","Python, SQL, Work under Pressure",64,Python,No,Student (Unemployed),
Female,B.Tech,Electronics and communication engineering,Software Job,NO,69,No,Yes,Junior programmer,
Male,B.Tech,Mechanical Engineering,Software Job,Diploma in visual effects,70,Diploma in visual effects,Yes,Vfx artist,
Female,B.Tech,Civil engineering,Technology,"Civil & Criminal Law, Communication Skills, Sales",68,No,No,Student (Unemployed),Masters in Arts & Literature
Male,B.Tech,Mechanical Engineering,Software Job,NO,62,No,Yes,logical trainee associate,
Male,B.E,Automobile Engineering,Technology,"Python, Java, SQL, Oracle, Programming, Team work, Linux, Problem Solving skills, Subject Knowledge",53,PRACTICAL ETHICAL HACKING,Yes,PLM CONSULTANT ,MASTERS IN CYBERSECURITY (Interest)
Male,BE,Mechanical Engineering,Govt. Job,Communication skills,74,NTD,Yes,Quality Engineer,master in industrial engineering 
Male,BE,Mathematics,Web development,Programming Language skills;Leadership,60,No,No,NA,
Male,BE,Mechanical ,Technology,Designing skills,53,No,Yes,Design engineer ,
Male,BBA,Business Administration,Entrepreneurship,"Business Knowledge, People Management, Negotiation Skills, Work under Pressure, Leadership, Creativity Skills, Logical Skills, Interpersonal Skills, Problem Solving skills",75,No,No,Student (Unemployed),
Male,B.Tech,Computer Science Engineering,Technology;Trading;Understand human behaviour;Design,Critical Thinking;Artistic/Creative Skills;Leadership;Product knowledge;Problem Solving skills;Designing skills,63,UX Design,Yes,UX designer ,
Male,BBA,Human resources ,Financial Analysis;Research;Technology;Understand human behaviour;Data analytics;Game industry,Accounting Skills;Business Knowledge;People management;Communication skills;Product knowledge;Data Visualization skills( Power Bi/ Tableau );SQL;HR;Good communication skills,61,No,No,Swimming coach,
Female,B.Sc,Computer Science Engineering,"Take risk for Profits, Teaching, Technology","Accounting Skills, Business Knowledge, Programming, People Management, Leadership, Creativity Skills, Team work, Excel, Presentation Skills, Problem Solving skills, Reporting",77,C programming,No,Office assistant and acoounts,Masters in Computer Science
Female,BCA,Computers Science,Research;Technology;Web Designing;Content Writing;Digital marketing,Active Listening;Programming Language skills;Critical Thinking;Gathering Information;Artistic/Creative Skills;Communication skills;Problem Solving skills;Designing skills;Writing skills;C++;Presentation Skills;Linux;Artificial Intelligence;SQL;Content creation;Java;Cloud Computing,70,"MTA Networking, Cisco Networking, MTA DBMS, HubSpot Content Marketing, Alison Content Strategy, Google AdWords etc.",Yes,Software Programmer,Masters in Computer Applications 
Male,B.Sc,Statistics ,Financial Analysis;Research;Sales/Marketing;Technology;Trading;Understand human behaviour;Understand human body;Supply Chain Analysis;Web Designing;Content Writing;Data analytics;Data scientist;Web development;Market reserach;Social media marketing;Gardening;Social causes,Accounting Skills;Active Listening;Programming Language skills;Critical Thinking;Gathering Information;Analytical Skills;Finance related skills;Civil & Criminal Law;Communication skills;Problem Solving skills;Risk management skills;Designing skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Sales;Social Media Marketing;Interpersonal skills;Presentation Skills;R;Python;SQL;Content creation;Java;Cloud Computing;Architecture,66,Data Science using Python and R,Yes,Assistant System Engineer ,Masters in Statistics 
Male,BCA,MCA,Technology;Web Designing;Data analytics;Data scientist;Web development;All fields related to Data science.;Machine Learning,Programming Language skills;Python;SQL;Java;AWS;Javascript,54,No,Yes,Back-end Developer ,
